1,1,1,1,200,1
5,2,2,2,200,1
9,3,3,3,200,1
13,4,4,4,200,1
17,5,5,5,200,1
21,6,6,6,200,1
25,7,7,7,200,1
29,8,8,8,200,1
33,9,9,9,200,1
37,10,10,10,300,1
41,11,11,11,300,1
45,12,12,12,300,1
49,13,13,13,300,1
53,14,14,14,300,1
57,15,15,15,300,1
61,16,16,16,300,1
65,17,17,17,300,1
69,18,18,18,300,1
73,19,19,19,300,1
77,20,20,20,300,1
81,21,21,21,400,2
85,22,22,22,400,2
89,23,23,23,400,2
93,24,24,24,400,2
97,25,25,25,400,2
101,26,26,26,400,2
105,27,27,27,400,2
109,28,28,28,400,2
113,29,29,29,400,2
117,30,30,30,400,2
121,31,31,31,400,2
125,32,32,32,400,2
129,33,33,33,400,2
133,34,34,34,400,2
137,35,35,35,400,2
141,36,36,36,400,2
145,37,37,37,600,2
149,38,38,38,600,2
153,39,39,39,600,2
157,40,40,40,600,2
161,41,41,41,600,2
165,42,42,42,600,3
169,43,43,43,600,3
173,44,44,44,600,3
177,45,45,45,600,3
181,46,46,46,600,3
185,47,47,47,600,3
189,48,48,48,600,3
193,49,49,49,600,3
197,50,50,50,600,3
201,51,1,1,600,3
205,52,2,2,600,3
209,53,3,3,600,3
213,54,4,4,600,3
217,55,5,5,600,3
221,56,6,6,600,3
225,57,7,7,900,3
229,58,8,8,900,3
233,59,9,9,900,3
237,60,10,10,900,3
241,61,11,11,900,3
245,62,12,12,900,3
249,63,13,13,900,3
253,64,14,14,900,3
257,65,15,15,900,3
261,66,16,16,900,3
265,67,17,17,900,3
269,68,18,18,900,3
273,69,19,19,900,3
277,70,20,20,900,3
281,71,21,21,900,3
285,72,22,22,900,3
289,73,23,23,900,3
293,74,24,24,900,3
297,75,25,25,900,3
301,76,26,26,900,3
305,77,27,27,1000,3
309,78,28,28,1000,3
313,79,29,29,1000,3
317,80,30,30,1000,3
321,81,31,31,1000,3
325,82,32,32,1000,3
329,83,33,33,1000,3
333,84,34,34,1000,3
337,85,35,35,1000,3
341,86,36,36,1000,3
345,87,37,37,1000,3
349,88,38,38,1000,3
353,89,39,39,1000,4
357,90,40,40,1000,4
361,91,41,41,1000,4
365,92,42,42,1000,4
369,93,43,43,1000,4
373,94,44,44,1000,4
377,95,45,45,1000,4
381,96,46,46,1000,4
385,97,47,47,1000,4
389,98,48,48,1000,4
393,99,49,49,1000,4
397,100,50,50,1000,4
401,101,1,1,1000,4
405,102,2,2,1200,4
409,103,3,3,1200,4
413,104,4,4,1200,4
417,105,5,5,1200,4
421,106,6,6,1200,4
425,107,7,7,1200,4
429,108,8,8,1200,4
433,109,9,9,1200,4
437,110,10,10,1200,4
441,111,11,11,1200,4
445,112,12,12,1200,4
449,113,13,13,1200,4
453,114,14,14,1200,4
457,115,15,15,1200,4
461,116,16,16,1200,4
465,117,17,17,1200,4
469,118,18,18,1200,4
473,119,19,19,1200,4
477,120,20,20,1200,4
481,121,21,21,1200,5
485,122,22,22,1200,5
489,123,23,23,1200,5
493,124,24,24,1200,5
497,125,25,25,1200,5
501,126,26,26,1200,5
505,127,27,27,1200,5
509,128,28,28,1200,5
513,129,29,29,1200,5
517,130,30,30,1200,5
521,131,31,31,1200,5
525,132,32,32,1200,5
529,133,33,33,1200,5
533,134,34,34,1200,5
537,135,35,35,1200,5
541,136,36,36,1200,5
545,137,37,37,1200,5
549,138,38,38,1200,5
553,139,39,39,1200,5
557,140,40,40,1200,5
561,141,41,41,1200,5
565,142,42,42,1200,5
569,143,43,43,1200,5
573,144,44,44,1200,5
577,145,45,45,1200,5
581,146,46,46,1200,5
585,147,47,47,1200,5
589,148,48,48,1400,5
593,149,49,49,1400,5
597,150,50,50,1400,5
601,151,1,1,1400,5
605,152,2,2,1400,5
609,153,3,3,1400,5
613,154,4,4,1400,5
617,155,5,5,1400,5
621,156,6,6,1400,5
625,157,7,7,1400,5
629,158,8,8,1400,5
633,159,9,9,1400,5
637,160,10,10,1400,5
641,161,11,11,1400,5
645,162,12,12,1400,6
649,163,13,13,1400,6
653,164,14,14,1400,6
657,165,15,15,1400,6
661,166,16,16,1400,6
665,167,17,17,1400,6
669,168,18,18,1400,6
673,169,19,19,1400,6
677,170,20,20,1400,6
681,171,21,21,1400,6
685,172,22,22,1400,6
689,173,23,23,1400,6
693,174,24,24,1400,6
697,175,25,25,1400,6
701,176,26,26,1400,6
705,177,27,27,1400,6
709,178,28,28,1400,6
713,179,29,29,1400,6
717,180,30,30,1400,6
721,181,31,31,1400,6
725,182,32,32,1400,6
729,183,33,33,1400,6
733,184,34,34,1400,6
737,185,35,35,1400,6
741,186,36,36,1400,6
745,187,37,37,1400,6
749,188,38,38,1400,6
753,189,39,39,1400,6
757,190,40,40,1400,6
761,191,41,41,1400,6
765,192,42,42,1400,6
769,193,43,43,1400,6
773,194,44,44,1400,6
777,195,45,45,1400,6
781,196,46,46,1400,6
785,197,47,47,1400,6
789,198,48,48,1400,6
793,199,49,49,1400,6
797,200,50,50,1400,6
801,201,1,1,1400,7
805,202,2,2,1400,7
809,203,3,3,1600,7
813,204,4,4,1600,7
817,205,5,5,1600,7
821,206,6,6,1600,7
825,207,7,7,1600,7
829,208,8,8,1600,7
833,209,9,9,1600,7
837,210,10,10,1600,7
841,211,11,11,1600,7
845,212,12,12,1600,7
849,213,13,13,1600,7
853,214,14,14,1600,7
857,215,15,15,1600,7
861,216,16,16,1600,7
865,217,17,17,1600,7
869,218,18,18,1600,7
873,219,19,19,1600,7
877,220,20,20,1600,7
881,221,21,21,1600,7
885,222,22,22,1600,7
889,223,23,23,1600,7
893,224,24,24,1600,7
897,225,25,25,1600,7
901,226,26,26,1600,7
905,227,27,27,1600,7
909,228,28,28,1600,7
913,229,29,29,1600,7
917,230,30,30,1600,7
921,231,31,31,1600,7
925,232,32,32,1600,7
929,233,33,33,1600,7
933,234,34,34,1600,7
937,235,35,35,1600,7
941,236,36,36,1800,7
945,237,37,37,1800,7
949,238,38,38,1800,7
953,239,39,39,1800,7
957,240,40,40,1800,7
961,241,41,41,1800,7
965,242,42,42,1800,7
969,243,43,43,1800,7
973,244,44,44,1800,7
977,245,45,45,1800,7
981,246,46,46,1800,7
985,247,47,47,1800,7
989,248,48,48,1800,7
993,249,49,49,1800,7
997,250,50,50,1800,7
1001,251,1,1,1800,7
1005,252,2,2,1800,7
1009,253,3,3,1800,7
1013,254,4,4,1800,7
1017,255,5,5,1800,7
1021,256,6,6,1800,7
1025,257,7,7,1800,7
1029,258,8,8,1800,7
1033,259,9,9,1800,7
1037,260,10,10,1800,7
1041,261,11,11,1800,7
1045,1,12,12,1800,7
1049,2,13,13,1800,7
1053,3,14,14,1800,7
1057,4,15,15,1800,7
1061,5,16,16,1800,7
1065,6,17,17,1800,7
1069,7,18,18,1800,7
1073,8,19,19,1800,7
1077,9,20,20,1800,7
1081,10,21,21,1800,7
1085,11,22,22,1900,7
1089,12,23,23,1900,7
1093,13,24,24,1900,7
1097,14,25,25,1900,7
1101,15,26,26,1900,7
1105,16,27,27,1900,7
1109,17,28,28,1900,7
1113,18,29,29,1900,7
1117,19,30,30,1900,7
1121,20,31,31,1900,7
1125,21,32,32,1900,7
1129,22,33,33,1900,7
1133,23,34,34,1900,7
1137,24,35,35,1900,7
1141,25,36,36,1900,7
1145,26,37,37,1900,7
1149,27,38,38,1900,7
1153,28,39,39,1900,7
1157,29,40,40,1900,7
1161,30,41,41,1900,7
1165,31,42,42,1900,7
1169,32,43,43,1900,7
1173,33,44,44,1900,7
1177,34,45,45,1900,7
1181,35,46,46,1900,7
1185,36,47,47,1900,7
1189,37,48,48,1900,7
1193,38,49,49,1900,7
1197,39,50,50,1900,7
1201,40,1,1,1900,7
1205,41,2,2,1900,7
1209,42,3,3,1900,7
1213,43,4,4,1900,7
1217,44,5,5,1900,7
1221,45,6,6,1900,7
